PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt
1,2025-11-14,10:53:02,"O'Malley, Robert",1000209283,Left,CRE_BLU,NA,Fastball,Live,NA,81.92754,-0.1717682027,2.826393298,2046.429225,153.8630733,11:15:00,5.74233,-1.94647,5.43301,-22.68832,20.29896,-9.98956,3.69061,-0.13029,73.43411,-4.438762886,0.9457717278,0.4718906592,6.26801,10.87879,1.7031,50,5.71186,-5.55185,-118.87678,-1.07699,8.79999,26.80278,-16.90074,945954d1-67a0-46bf-bd65-f52e9bf7741d,458580fd-ae06-4518-860c-66943991f245,79.87537,Pitching,23360087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.1636301,-20.66046326,1914.8187,0.9356877221,11:15:00
2,2025-11-14,10:53:16,"O'Malley, Robert",1000209283,Left,CRE_BLU,NA,Fastball,Live,NA,83.10706,-1.430960559,2.090130681,2044.020182,151.0699256,11:00:00,5.58417,-1.81161,5.60568,-20.77949,20.67241,-11.44334,2.51581,-0.81355,74.66708,-5.343961067,-0.07172221453,0.463386745,6.83001,11.56112,1.64027,50,5.44872,-4.04512,-120.66167,-3.6672,9.88511,27.48376,-15.44157,7253b48a-0f5c-477b-bb6a-19f932bad919,458580fd-ae06-4518-860c-66943991f245,81.34121,Pitching,23360087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.20629464,1878.642708,0.9190920544,NA
3,2025-11-14,10:53:31,"O'Malley, Robert",1000209283,Left,CRE_BLU,NA,ChangeUp,Live,NA,74.36875,-0.5623747202,2.835958037,1759.169688,127.5503686,10:15:00,5.03978,-1.99481,7.78606,-38.27536,8.45234,-11.052,1.34605,-0.37475,68.56835,-7.970444075,0.6842442345,0.4919926489,7.17952,5.04319,1.86281,50,5.00491,-5.18296,-108.46105,-1.7236,8.5509,18.99829,-26.16754,e0a5e9e6-3145-4cf5-85d5-787c506e8ffc,458580fd-ae06-4518-860c-66943991f245,76.61179,Pitching,23360087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-31.1757734,1505.116072,0.8555832231,NA
4,2025-11-14,10:53:53,"O'Malley, Robert",1000209283,Left,CRE_BLU,NA,ChangeUp,Live,NA,74.65469,-0.105856223,3.018647959,1673.405948,116.5442991,10:00:00,5.07536,-2.18622,5.45994,-46.24269,5.2884,-10.68514,1.1226,-0.24893,67.77212,-8.737153101,1.010856283,0.5166614665,6.6637,2.85285,1.92765,50,5.0351,-5.40468,-108.34569,-1.53705,7.80547,21.50551,-28.83239,43855c77-15d5-4f67-8cba-1e6854b72c17,458580fd-ae06-4518-860c-66943991f245,72.95384,Pitching,23360087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-44.56084178,1192.311375,0.712505759,NA
5,2025-11-14,10:54:09,"O'Malley, Robert",1000209283,Left,CRE_BLU,NA,Fastball,Live,NA,83.43876,-0.6396403762,2.929107535,2055.317389,140.4653031,10:45:00,5.64083,-1.67025,5.42224,-27.27921,13.84421,-11.46355,2.76771,0.12007,75.59868,-5.737102065,0.7815537157,0.4615471171,6.99078,7.55604,1.41831,50,5.56551,-5.82386,-121.1337,-2.24461,10.28772,25.77614,-21.0545,b279b92b-5481-400a-901f-ed43210264c2,458580fd-ae06-4518-860c-66943991f245,81.66542,Pitching,23360087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.40807554,1886.161974,0.9176986407,NA
6,2025-11-14,10:54:24,"O'Malley, Robert",1000209283,Left,CRE_BLU,NA,Cutter,Live,NA,80.8227,-1.873988322,4.640345274,1998.135021,170.6520482,11:45:00,5.0522,-2.29096,NA,-34.29971,11.31064,-1.87249,0.39734,1.99516,73.96481,-8.095335986,4.29894889,0.4860747986,2.2868,6.31906,1.79396,50,4.81737,-9.41977,-116.90552,-5.10308,3.15598,22.60898,-23.45322,17d7c55a-1ddd-4796-8928-3386f2ae6a37,458580fd-ae06-4518-860c-66943991f245,NA,Pitching,23360087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.8756637,-47.09759338,1360.233688,0.6807516376,11:45:00
7,2025-11-14,10:54:49,"O'Malley, Robert",1000209283,Left,CRE_BLU,NA,Cutter,Live,NA,79.91023,-1.362166224,4.661330391,2026.380829,204.3806126,12:45:00,5.10694,-2.30488,NA,-38.4849,8.69049,3.97197,0.58498000000000006,2.51986,73.49229,-8.272472337,5.378282108,0.4943439016,-0.71171,4.75627,1.76812,50,4.90967,-9.57594,-115.57738,-4.2328,-0.96332,21.40906,-25.73628,51584c09-d7c8-4d88-9bd1-09b825415b42,458580fd-ae06-4518-860c-66943991f245,NA,Pitching,23360087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170.419384,-54.46255517,1177.803228,0.5812348851,11:45:00
8,2025-11-14,10:55:14,"O'Malley, Robert",1000209283,Left,CRE_BLU,NA,Slider,Live,NA,72.63634,0.665432208,0.8027606572,2001.281537,298.2210918,04:00:00,4.77644,-2.53688,5.2929,-59.08905,-4.43235,8.17679,0.47715,-1.10181,66.34689,-10.29878008,2.335515022,0.5320998263,-4.07556,-2.56198,2.45814,50,4.79498,-1.71479,-105.51382,-0.4824,-4.5275,20.39873,-35.02013,a6623003-208f-4c07-83da-b20b2828949c,458580fd-ae06-4518-860c-66943991f245,70.83716,Pitching,23360087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-69.83306691,689.9548428,0.3447565123,NA
9,2025-11-14,10:55:29,"O'Malley, Robert",1000209283,Left,CRE_BLU,NA,Slider,Live,NA,73.09392,NA,NA,NA,NA,NA,4.88101,-2.23097,5.32884,NA,NA,NA,1.49387,0.51943,66.99017,-9.263931331,3.471075409,0.5273571932,-2.19744,-3.05152,2.00689,50,4.98321,-4.68043,-106.12118,1.24326,-2.48638,19.48068,-35.6268,9fd2e906-13e7-4bf2-a3b1-adaaa0a3f4cd,458580fd-ae06-4518-860c-66943991f245,71.47421,Pitching,23360087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2025-11-14,10:55:59,"O'Malley, Robert",1000209283,Left,CRE_BLU,NA,Slider,Live,NA,73.51678,NA,NA,1880.161616,NA,NA,4.83085,-2.40383,5.38072,NA,NA,NA,2.40692,1.02887,66.38736,-8.101228137,4.567405675,0.5272927346,-3.92824,-2.16197,2.14335,50,5.00772,-5.55528,-106.55368,2.87325,-4.42327,21.82195,-34.60847,493b3523-d225-4139-9fca-77fc01ad24a0,458580fd-ae06-4518-860c-66943991f245,71.48295,Pitching,23360087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.13070148,482.4775441,0.2566149314,NA
11,2025-11-14,10:56:24,"O'Malley, Robert",1000209283,Left,CRE_BLU,NA,Fastball,Live,NA,85.15253,-2.765554114,1.750916382,2149.839119,156.2497321,11:15:00,5.61831,-1.71253,5.58561,-19.19302,20.38918,-8.974,1.43351,-0.82504,76.56163,-6.369565123,0.05562802728,0.4528155997,5.39241,11.84907,1.56805,50,5.36865,-3.48778,-123.54219,-6.58812,8.17808,28.906860000000002,-14.20386,ec3a8d4b-4cf5-4857-b431-f72f79df08f8,458580fd-ae06-4518-860c-66943991f245,83.24015,Pitching,23360087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.1342966,-21.26075546,2003.520675,0.9319398166,11:30:00
